49,1
57,1
77,2
87,1
97,2
107,1
117,2
127,1
137,2
147,1
157,2
167,1
177,2
187,1
197,2
207,1
217,2
227,1
237,2
247,1
252,2
253,2
257,1
261,1
265,1
277,1
278,1
287,2
294,1
303,2
305,2
318,2
321,2
325,1
334,2
336,2
338,1
351,2
361,1
375,2
378,2
382,1
391,2
393,2
406,2
407,2
420,1
431,1
434,2
436,1
438,1
447,2
449,2
462,2
472,1
482,2
492,1
502,2
512,1
522,2
532,1
542,2
543,1
561,1
572,2
573,1
590,1
601,2
611,1
621,2
631,1
641,2
651,1
661,2
671,1
679,2
680,1
687,2
697,2
707,1
717,2
720,2
724,1
733,2
735,2
737,1
748,1
753,1
755,1
764,2
774,1
779,1
781,1
790,2
800,1
805,1
807,1
816,2
826,1
830,2
832,1
841,2
851,1
853,2
857,2
859,1
