88,2
89,1
93,2
94,1
105,1
107,1
108,1
210,2
213,1
226,1
242,1
266,1
274,2
276,1
365,1
368,1
382,1
383,1
385,1
399,2
406,1
428,2
446,2
460,1
475,2
489,2
490,1
492,1
497,1
506,1
510,1
526,1
537,1
549,1
550,1
552,1
567,1
581,1
582,1
584,1
605,1
606,1
618,2
619,1
631,2
632,1
634,1
652,1
653,1
666,1
681,1
695,2
712,2
715,1
720,1
721,1
739,3
742,1
748,1
768,2
782,2
800,2
817,2
820,1
824,1
827,1
841,4
888,2
889,1
907,3
910,1
925,1
941,2
944,1
964,1
965,1
977,2
978,1
991,2
1006,1
1012,1
1016,1
1020,1
1032,1
1038,1
1042,1
1046,1
1063,2
1079,2
1086,2
1087,2
1091,1
1095,1
1106,2
1107,1
1108,1
1125,3
1145,2
1147,3
1148,1
1161,1
1164,1
1174,2
1196,1
1197,2
1199,1
1222,1
1223,2
1225,1
1228,3
1244,1
1245,3
1247,1
1250,4
1264,1
1265,3
1267,1
1288,1
1291,1
1293,1
1306,1
1318,1
1321,1
1335,2
1336,1
1337,1
1354,3
1374,2
1376,3
1377,1
1390,1
1393,1
1403,2
1425,1
1426,2
1428,1
1451,1
1452,2
1454,1
1457,3
1471,1
1472,3
1474,1
1477,4
1493,1
1507,1
1508,3
1510,1
1530,1
1533,1
1535,1
1548,1
1560,1
1563,1
1581,1
1584,1
1606,1
1609,1
1629,1
1647,1
1650,1
1674,1
1690,1
1693,1
1715,1
1731,1
1734,1
1752,1
1755,1
1771,1
1774,1
1795,1
1798,1
1818,1
1821,1
1839,1
1842,1
1844,1
1846,1
1848,2
1850,1
1872,1
1875,1
1891,1
1894,1
1907,1
1910,1
1922,1
1925,1
1940,1
1941,1
1945,1
1951,1
1962,1
1965,1
1977,1
1980,1
1994,1
1997,1
2011,1
2014,1
2028,1
2031,1
2045,1
2048,1
2061,2
2064,1
2079,1
2090,1
2093,1
2108,1
2111,1
2113,1
2117,1
2123,1
2135,1
2138,1
2153,1
2156,1
2172,1
2175,1
2190,1
2193,1
2195,3
2202,1
2215,1
2218,1
2220,3
2227,1
2240,1
2243,1
2262,1
2265,1
2267,1
2269,1
2284,2
2295,2
2311,3
2326,3
2340,1
2350,1
2363,2
2376,1
2389,1
2402,1
2415,1
2428,2
2439,2
2454,2
2455,3
2457,1
2473,1
2474,1
2476,1
2481,2
2497,1
2506,2
2515,2
2524,2
2532,1
2540,1
2548,2
2564,1
2569,2
2577,2
2578,3
2582,2
2583,3
2587,2
2594,1
2599,2
2606,1
2618,2
2631,1
2650,1
2663,1
2677,1
