79,1
82,1
90,1
92,1
95,1
98,1
101,1
103,1
112,1
113,1
120,1
121,1
122,1
123,1
125,1
126,1
129,1
130,2
131,1
132,1
135,1
136,1
139,2
140,4
145,1
148,2
150,1
153,1
154,1
162,1
165,1
168,1
171,1
181,1
187,1
217,2
218,1
221,2
222,1
223,1
224,2
225,1
228,2
229,1
231,1
234,1
235,2
241,2
242,1
248,2
255,1
257,1
260,2
261,1
267,2
269,2
270,1
273,1
276,2
277,1
284,2
287,1
290,1
298,1
299,2
300,1
302,1
305,2
314,1
315,1
322,1
323,1
331,1
332,2
333,1
335,1
338,2
345,1
348,1
351,2
359,1
361,1
364,1
365,1
368,2
370,1
373,1
374,1
377,2
379,1
382,1
383,1
386,2
388,1
391,2
393,1
396,2
397,1
403,2
405,1
408,1
409,1
416,2
420,1
422,1
424,1
427,1
431,1
433,1
439,1
456,1
457,1
458,1
459,1
461,1
462,1
464,2
465,1
471,1
473,1
483,3
509,1
510,1
514,1
517,2
519,1
522,1
525,1
527,1
531,1
534,2
536,2
537,1
544,1
547,1
550,2
554,1
557,1
558,1
562,1
564,1
566,1
568,1
570,1
572,1
579,1
580,1
595,1
598,1
601,1
603,2
612,1
613,1
619,1
625,1
626,1
639,1
642,2
643,1
645,1
647,1
648,1
657,2
662,1
674,1
675,2
676,1
686,1
689,1
697,1
700,1
701,2
705,1
706,1
707,1
709,1
718,1
720,1
728,1
729,2
735,2
737,1
740,1
742,1
743,2
744,1
746,1
747,2
749,1
751,1
757,2
759,2
760,2
763,1
766,1
768,1
776,2
783,1
784,1
786,1
787,1
790,1
798,2
803,1
806,1
807,1
810,2
811,1
816,1
818,1
825,2
826,1
827,1
828,1
833,1
836,1
837,1
839,1
840,1
843,1
846,2
847,1
849,1
850,1
852,2
853,1
857,2
858,1
860,1
861,1
866,1
867,1
870,2
871,1
875,1
877,1
880,1
883,1
884,1
887,2
888,1
898,1
899,1
901,1
909,1
915,1
932,1
935,1
938,1
939,1
941,1
942,1
946,1
947,1
952,3
953,1
956,3
957,1
960,1
961,2
964,2
965,1
968,1
969,4
970,1
972,1
973,2
974,1
976,1
982,10
983,2
988,2
989,1
992,1
997,1
1003,1
1004,2
1005,1
1010,3
1011,1
1014,2
1018,3
1019,1
1022,2
1026,1
1028,2
1029,1
1030,1
1035,1
1039,1
1041,1
1042,1
1050,1
1054,2
1055,1
1058,1
1064,1
1066,2
1067,1
1068,1
1074,1
1078,1
1084,1
1085,1
1094,2
1095,1
1098,1
1104,1
1105,1
1111,1
1112,1
1115,1
1116,1
1118,1
1121,1
1133,1
1134,2
1140,2
1154,1
1156,1
1158,1
1162,1
1164,1
1167,1
1168,1
1169,1
1172,1
1176,2
1180,1
1181,1
1184,1
1185,1
