54,2
56,1
58,1
62,1
63,1
72,2
77,1
81,1
86,3
87,1
92,1
95,1
96,1
97,1
98,3
99,1
101,2
103,3
104,1
111,1
112,3
114,2
117,2
120,1
130,2
132,2
133,2
134,2
135,1
139,1
142,1
143,1
145,2
149,3
150,1
156,3
157,1
159,2
162,2
167,2
172,1
182,3
183,1
184,1
186,1
188,2
190,1
192,3
199,1
200,1
201,1
202,1
203,2
204,2
205,1
208,2
209,2
211,6
214,3
216,1
218,1
233,2
236,3
237,1
238,1
239,1
240,7
241,2
244,9
245,2
250,5
251,1
252,1
253,1
254,7
255,2
258,7
259,2
265,2
269,2
273,1
277,1
279,1
280,1
286,1
290,2
294,2
298,1
302,2
306,2
