78,1
83,1
109,3
120,2
129,2
130,2
132,1
136,1
150,2
167,2
178,2
179,2
181,1
184,1
198,2
214,2
215,2
217,1
261,3
262,2
264,1
281,1
283,1
304,3
312,9
313,4
323,1
324,1
325,1
326,1
361,4
378,5
389,1
391,1
395,2
397,1
429,2
431,2
445,2
446,1
458,3
461,1
476,2
506,2
507,1
508,1
510,2
515,1
529,2
533,2
537,2
548,2
550,1
552,1
559,2
568,2
569,2
583,1
594,1
605,1
616,2
619,1
622,2
639,3
643,4
656,1
671,1
684,1
690,2
697,1
701,1
702,1
707,1
708,1
713,1
719,3
721,1
751,3
755,4
780,5
803,4
823,5
839,4
860,5
862,2
880,4
892,3
900,1
912,3
925,3
928,2
955,3
970,4
971,2
997,1
1005,1
1015,1
1017,1
1019,1
1028,2
1036,2
1044,1
1045,1
1052,1
1053,1
1060,2
1068,1
1069,1
1076,2
1085,2
1086,1
1091,1
1100,1
1101,1
1108,1
1109,1
1118,1
1119,1
1131,1
1135,2
1146,2
1148,1
1149,1
1150,5
1160,2
1168,1
1169,1
1178,1
1179,1
1180,1
