95,1
99,1
113,4
114,1
118,1
132,4
142,1
144,2
158,4
159,1
163,1
172,1
181,1
183,1
190,1
193,1
194,2
195,3
196,2
198,1
207,1
214,1
215,1
219,1
229,1
231,3
254,1
256,3
278,1
280,3
281,2
283,3
284,3
291,1
294,1
295,2
300,2
301,1
302,1
307,3
311,2
312,1
313,1
315,1
316,1
321,3
328,1
332,1
333,4
334,3
335,4
337,1
338,2
340,2
341,2
350,1
354,1
355,4
356,3
358,3
360,2
361,2
374,2
375,2
379,1
392,1
393,1
500,1
504,1
507,2
512,1
529,1
531,1
535,1
536,1
540,2
546,1
547,1
550,2
554,1
555,1
558,2
562,1
563,1
566,2
570,1
571,1
574,2
578,1
579,1
582,2
586,1
587,1
590,2
594,1
595,1
598,2
602,1
603,1
606,2
610,1
611,1
614,2
618,1
619,1
622,2
626,1
627,1
630,2
634,1
635,1
638,2
