89,5
90,1
95,4
107,4
111,2
126,4
127,3
128,1
131,1
133,1
137,3
144,3
145,1
150,4
151,1
154,4
161,1
167,2
169,1
176,2
181,2
188,1
189,2
190,2
195,1
196,2
197,2
203,1
207,5
209,2
210,1
213,1
217,4
218,1
219,1
224,1
232,2
242,4
251,4
260,4
269,3
278,3
279,1
284,1
290,1
294,5
295,2
297,2
298,1
307,2
314,1
316,1
321,3
327,1
332,5
333,2
335,2
336,1
340,1
347,2
355,1
362,1
364,1
369,3
374,3
381,3
386,3
393,3
394,2
418,4
423,4
428,4
429,2
458,2
460,1
462,1
467,3
476,3
481,3
486,3
487,3
491,4
492,1
496,3
501,3
506,3
507,1
511,3
512,1
516,1
520,3
521,1
534,1
535,1
542,3
543,1
547,3
548,1
552,3
554,1
555,1
561,1
565,2
566,1
572,2
582,1
586,3
587,1
591,1
592,1
596,2
597,1
603,2
614,1
627,5
629,2
635,1
639,3
643,1
644,1
647,1
648,1
658,1
673,2
677,4
682,4
687,1
692,6
693,1
694,1
697,2
707,2
720,1
725,2
726,1
737,2
739,1
745,1
752,1
754,1
758,1
769,1
770,1
778,1
779,1
785,3
790,2
791,1
800,3
805,2
808,2
809,1
823,3
825,2
826,1
831,2
832,2
835,1
838,2
839,2
842,1
844,1
854,2
856,1
858,2
861,1
