62,1
78,1
105,1
107,1
126,2
129,1
143,3
151,8
156,1
159,1
160,8
164,1
168,2
169,1
171,1
173,1
175,1
181,2
182,1
190,1
191,1
198,1
231,1
237,2
241,1
254,1
286,2
293,2
306,3
308,1
309,1
316,2
317,1
321,1
325,1
328,1
332,1
333,1
334,2
335,2
336,1
341,2
346,2
359,3
361,2
365,2
372,2
373,2
375,1
379,1
385,2
386,2
388,1
390,1
395,2
396,1
401,2
404,1
417,2
418,2
421,1
422,2
424,1
425,2
437,1
438,1
448,1
451,2
453,1
468,1
480,1
485,1
489,1
500,1
502,5
504,2
506,2
514,1
515,1
528,2
529,2
545,1
556,1
567,2
569,2
582,2
584,2
586,1
590,3
592,1
593,1
595,2
596,3
604,2
613,2
619,2
620,2
624,2
627,1
636,5
