87,1
127,1
128,1
129,1
132,1
133,1
134,1
136,1
137,1
138,1
139,1
143,1
144,1
148,1
149,1
153,1
154,1
158,2
159,1
163,2
168,2
175,1
185,2
190,1
196,1
199,1
205,1
210,1
214,3
220,4
225,5
226,1
227,3
228,1
230,2
241,2
245,2
248,1
251,2
254,1
262,1
267,2
269,1
274,2
279,1
287,1
307,1
308,1
314,1
319,1
320,1
332,1
339,1
341,1
349,2
351,1
360,2
366,1
373,1
375,1
379,1
392,1
393,1
394,1
397,1
398,1
411,3
413,1
414,2
418,3
425,2
429,1
430,1
432,1
436,1
437,2
441,2
446,1
447,2
451,2
456,2
461,1
462,1
466,2
471,1
472,1
476,2
481,1
482,1
486,2
491,3
494,1
496,1
499,1
504,3
508,2
510,1
520,1
521,1
525,1
529,3
532,1
534,1
537,1
542,3
546,2
548,1
558,1
559,1
563,1
567,2
568,1
572,3
577,2
578,1
582,3
587,1
588,1
592,1
593,1
597,3
600,5
607,5
614,1
616,1
626,1
627,1
631,1
632,1
636,2
642,1
651,1
652,1
656,2
657,1
665,2
667,1
669,1
670,1
673,1
675,1
682,3
684,3
686,3
691,1
692,1
693,3
694,1
697,1
701,1
710,1
718,1
727,2
736,1
772,2
780,1
791,1
793,3
794,1
796,3
804,1
809,2
814,3
817,6
819,3
822,1
827,1
834,1
836,3
841,4
851,4
852,5
860,5
869,2
879,3
884,1
886,2
887,3
888,3
896,3
901,2
910,1
925,2
930,2
936,1
937,1
941,2
947,2
952,2
957,2
962,2
967,1
972,1
973,1
977,2
982,1
983,1
987,2
988,1
996,2
997,1
1001,2
1002,1
1007,1
1012,1
1017,1
1022,2
1027,1
1032,1
1033,1
1037,2
1042,3
1044,2
1046,9
1055,1
1060,7
1061,1
1068,2
1080,1
1081,1
1082,1
1085,1
1089,3
1094,4
1096,1
1097,1
1101,1
1102,1
1107,2
1111,4
1112,1
1114,1
1117,3
1118,1
1122,5
1123,1
1124,2
1127,3
1128,1
1136,2
1137,2
1138,1
1140,1
1141,1
1145,2
1146,2
1147,1
1150,1
1164,1
1165,2
1179,2
1182,2
1190,1
1191,1
1195,1
1196,1
